PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,G01,G02,G02A,G02B,G28,G29,G30,G31,G32,G33,G34,G35A,G35B,G36A,G36B,G37A,G37B,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G48_AREA_OTHER,G49_SQUARE,G49_L,G49_W,G49_CERCLE,G50,G51,G52,G53,G54,G54_OTHER,G55_1,G55_2,G55_3,G55_4,G55_5,G55_6,G55_7,G55_8,G55_9,G55_10,G55_OTHER
Kigali City,Gasabo,33,Urban,4,Ordinary HH,587.6543000000001,580.9370786661983,02,240,Yes,No,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Yes,Never,Yes,About half the time,No,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Fuel savings,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,5,Ordinary HH,587.6543000000001,580.9370786661983,02,40,Yes,No,,,,,,,,No,,No,,No,,Agree,Agree,Strongly Agree,Don't know,Don't know,Agree,Don't know,Don't know,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,6,Ordinary HH,587.6543000000001,580.9370786661983,01,30,Yes,Yes,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,7,Ordinary HH,587.6543000000001,580.9370786661983,02,340,Yes,Yes,,,,,,,,Yes,Less than half the time,Yes,Never,Yes,Less than half the time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,8,Ordinary HH,587.6543000000001,580.9370786661983,01,60,Yes,Yes,,,,,,,,No,,Yes,Never,No,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,9,Ordinary HH,587.6543000000001,580.9370786661983,01,30,Yes,Yes,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,10,Ordinary HH,587.6543000000001,580.9370786661983,01,50,Yes,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Don't know,Don't know,No,,,,,,,,,,,,Cleanliness,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,11,Ordinary HH,587.6543000000001,580.9370786661983,03,270,Yes,Yes,LPG stove,LPG stove,Manufactured biomass stove,LPG stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,Yes,Never,Yes,Always,No,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,6,2,No,Cleanliness,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,12,Ordinary HH,587.6543000000001,580.9370786661983,02,120,Yes,No,,,,,,,,Yes,Never,Yes,Never,No,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,13,Ordinary HH,587.6543000000001,580.9370786661983,01,60,Yes,No,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,Yes,Always,Yes,Never,Yes,Never,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,No,,,,,,,,,,,,Cleanliness,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,14,Ordinary HH,587.6543000000001,580.9370786661983,02,120,Yes,Yes,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Yes,Never,Yes,Always,Yes,Never,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Yes,Yes,Roughly square,,3,,,,Flat,2,2,No,Price,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,15,Ordinary HH,587.6543000000001,580.9370786661983,01,360,Yes,No,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,Yes,Did not cook beans in the last 7 days,Yes,Always,No,,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,16,Ordinary HH,587.6543000000001,580.9370786661983,01,140,Yes,No,LPG stove,LPG stove,Manufactured biomass stove,LPG stove,Manufactured biomass stove,LPG stove,LPG stove,No,,Yes,Always,Yes,Always,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,17,Ordinary HH,587.6543000000001,580.9370786661983,02,180,Yes,Yes,,,,,,,,Yes,Never,Yes,Always,Yes,Always,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Gasabo,33,Urban,18,Ordinary HH,587.6543000000001,580.9370786661983,03,180,Yes,No,,,,,,,,Yes,Never,Yes,Always,Yes,Always,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,1,Ordinary HH,597.1054250000001,578.7579975138383,01,120,Yes,,,,,,,,,No,,Yes,Less than half the time,No,,Don't know,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Yes,Roughly circular,,,,,3,Flat,4,1,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,2,Ordinary HH,597.1054250000001,578.7579975138383,03,120,Yes,,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,No,,Yes,About half the time,Yes,More than half the time,Strongly Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Strongly Agree,Don't know,Yes,No,Roughly square,,6,,,,Flat,3,3,Yes,Other,Financial capacity,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,3,Ordinary HH,597.1054250000001,578.7579975138383,01,90,No,,,,,,,,,Yes,About half the time,Yes,More than half the time,No,,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,No Opinion,Strongly Agree,No Opinion,Yes,No,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,4,Ordinary HH,597.1054250000001,578.7579975138383,01,60,No,,,,,,,,,No,,No,,No,,Don't know,Agree,Agree,Strongly Disagree,Disagree,Don't know,Strongly Disagree,Don't know,Yes,No,Roughly rectangular,,,5,4,,Flat,2,2,Yes,Price,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,5,Ordinary HH,597.1054250000001,578.7579975138383,02,120,No,,,,,,,,,No,,No,,No,,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,No,No,Roughly rectangular,,,3,2,,Flat,3,3,Yes,Price,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,6,Ordinary HH,597.1054250000001,578.7579975138383,02,120,No,,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,No,,Yes,Always,No,,Disagree,Agree,Agree,Agree,Agree,Don't know,Strongly Agree,No Opinion,Yes,No,Roughly rectangular,,,4,2,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,7,Ordinary HH,243.7165,255.1538825209706,01,60,No,,,,,,,,,Yes,More than half the time,Yes,More than half the time,No,,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,No,,,,,,,,,,,,Other,Financial capacity,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,8,Ordinary HH,243.7165,255.1538825209706,01,120,Yes,,,,,,,,,No,,No,,No,,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,No Opinion,Strongly Agree,Yes,No,Roughly rectangular,,,3,3,,Flat,4,2,No,Fuel used,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,9,Ordinary HH,597.1054250000001,578.7579975138383,02,180,Yes,,,,,,,,,No,,No,,No,,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,10,Ordinary HH,243.7165,255.1538825209706,01,45,Yes,,,,,,,,,Yes,Never,Yes,Less than half the time,No,,No Opinion,Strongly Agree,Strongly Agree,No Opinion,Strongly Agree,No Opinion,Disagree,Strongly Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,2,No,Fuel savings,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,11,Ordinary HH,243.7165,255.1538825209706,02,90,No,,,,,,,,,Yes,Never,Yes,Less than half the time,No,,Strongly Agree,Strongly Agree,No Opinion,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,No,Roughly rectangular,,,4,2,,Flat,2,1,Yes,Fuel savings,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,12,Ordinary HH,243.7165,255.1538825209706,01,240,Yes,,,,,,,,,No,,No,,No,,Agree,Strongly Agree,Strongly Agree,No Opinion,Agree,Strongly Agree,Disagree,Strongly Agree,Yes,No,Roughly square,,3,,,,Flat,3,1,No,Fuel used,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,13,Ordinary HH,243.7165,255.1538825209706,02,60,No,,,,,,,,,No,,Yes,About half the time,No,,Strongly Agree,Strongly Agree,No Opinion,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,No,,,,,,,,,,,,Fuel savings,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,14,Ordinary HH,243.7165,255.1538825209706,02,180,Yes,,,,,,,,,No,,No,,No,,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,No,Roughly square,,5,,,,Flat,3,3,Yes,Price,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,15,Ordinary HH,243.7165,255.1538825209706,02,120,No,,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Yes,No,Roughly square,,3,,,,Flat,3,2,No,Fuel used,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,16,Ordinary HH,243.7165,255.1538825209706,02,120,Yes,,,,,,,,,No,,Yes,Always,No,,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Don't know,Yes,Yes,Roughly square,,2,,,,Flat,5,2,Yes,Fuel savings,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,17,Ordinary HH,597.1054250000001,578.7579975138383,01,45,No,,,,,,,,,No,,Yes,Never,No,,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Gasabo,34,Rural,18,Ordinary HH,243.7165,255.1538825209706,02,120,No,,,,,,,,,No,,No,,No,,Disagree,Disagree,Agree,Don't know,Agree,Agree,No Opinion,Agree,Yes,No,Roughly rectangular,,,2,2,,Flat,3,2,No,Fuel used,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,1,Ordinary HH,350.327,329.1916974243886,02,180,Yes,No,,,,,,,,No,,Yes,Always,No,,Strongly Agree,Agree,Agree,Disagree,Agree,No Opinion,Disagree,No Opinion,Yes,No,Roughly square,,2,,,,Flat,3,1,Yes,Easy to use,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,2,Ordinary HH,350.327,329.1916974243886,01,60,No,No,,,,,,,,Yes,Never,Yes,Never,Yes,Never,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,No Opinion,Strongly Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,3,Ordinary HH,195.9065460526316,192.4507341017043,01,60,Yes,Yes,,,,,,,,Yes,Did not cook beans in the last 7 days,No,,No,,Don't know,Agree,Don't know,Agree,Disagree,Don't know,Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,4,Ordinary HH,350.327,329.1916974243886,01,120,Yes,No,,,,,,,,Yes,Never,Yes,Never,Yes,Never,Don't know,Don't know,No Opinion,Disagree,Agree,Agree,Agree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,5,Ordinary HH,350.327,329.1916974243886,01,240,No,No,,,,,,,,Yes,Never,Yes,Never,Yes,Never,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,No Opinion,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,6,Ordinary HH,350.327,329.1916974243886,02,240,Yes,No,,,,,,,,No,,No,,No,,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,7,Ordinary HH,350.327,329.1916974243886,03,60,Yes,No,,,,,,,,No,,No,,No,,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,,,,,,,,,,,,Cleanliness,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,8,Ordinary HH,350.327,329.1916974243886,02,30,Yes,No,,,,,,,,No,,No,,No,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Yes,Yes,Roughly square,,3,,,,Flat,3,2,Yes,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,9,Ordinary HH,350.327,329.1916974243886,02,420,Yes,Yes,LPG stove,LPG stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,LPG stove,No,,No,,No,,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Yes,Roughly square,,4,,,,Flat,3,3,No,Speed to cook,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,10,Ordinary HH,350.327,329.1916974243886,02,60,Yes,Yes,,,,,,,,No,,No,,No,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,11,Ordinary HH,350.327,329.1916974243886,02,80,Yes,No,,,,,,,,No,,Yes,About half the time,No,,No Opinion,Agree,Agree,Agree,Agree,No Opinion,Agree,No Opinion,Yes,Yes,Roughly square,,2,,,,Flat,2,1,Yes,Easy to use,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,12,Ordinary HH,350.327,329.1916974243886,01,120,Yes,No,,,,,,,,No,,No,,No,,Agree,No Opinion,Disagree,No Opinion,Disagree,Agree,Agree,Agree,Yes,No,Roughly square,,4,,,,Flat,5,3,Yes,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,13,Ordinary HH,350.327,329.1916974243886,02,180,Yes,Yes,,,,,,,,No,,No,,No,,Agree,Disagree,Agree,Strongly Disagree,Don't know,Disagree,Agree,Agree,Yes,Yes,Roughly square,,3,,,,Flat,4,3,Yes,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,14,Ordinary HH,350.327,329.1916974243886,02,240,Yes,Yes,,,,,,,,Yes,Never,No,,No,,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Disagree,Agree,Yes,No,Roughly square,,3,,,,Flat,3,2,No,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,15,Ordinary HH,350.327,329.1916974243886,02,240,Yes,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Yes,Never,Yes,Never,Yes,Never,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,2,Yes,Fuel savings,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,16,Ordinary HH,350.327,329.1916974243886,02,60,Yes,No,,,,,,,,No,,No,,No,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,17,Ordinary HH,350.327,329.1916974243886,02,180,No,No,,,,,,,,Yes,Never,Yes,Never,No,,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,35,Urban,18,Ordinary HH,350.327,329.1916974243886,01,60,Yes,Yes,,,,,,,,Yes,Less than half the time,No,,No,,Agree,No Opinion,Don't know,Don't know,Disagree,No Opinion,No Opinion,Agree,Yes,Yes,Roughly square,,3,,,,Flat,2,3,Yes,Speed to cook,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,1,Ordinary HH,388.0990322580645,382.8187396625284,01,60,No,,,,,,,,,No,,No,,No,,No Opinion,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,2,Ordinary HH,130.7725,158.7026326517629,02,60,Yes,,,,,,,,,Yes,About half the time,Yes,More than half the time,No,,Disagree,Strongly Agree,No Opinion,Strongly Disagree,Strongly Agree,No Opinion,Strongly Disagree,No Opinion,Yes,Yes,Roughly square,,3,,,,Gable (triangular cross-section),3,2,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,3,Ordinary HH,130.7725,158.7026326517629,01,60,No,,,,,,,,,No,,Yes,About half the time,No,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Don't know,Yes,Yes,Roughly square,,2,,,,Flat,2,2,Yes,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,4,Ordinary HH,130.7725,158.7026326517629,01,60,No,,,,,,,,,No,,Yes,About half the time,No,,Agree,Agree,Don't know,Agree,Strongly Agree,Don't know,Agree,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,5,Ordinary HH,130.7725,158.7026326517629,01,60,Yes,,,,,,,,,Yes,Never,Yes,Less than half the time,Yes,Never,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,Yes,Roughly rectangular,,,4,3,,Flat,2,1,Yes,Easy to use,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,6,Ordinary HH,388.0990322580645,382.8187396625284,02,180,No,,,,,,,,,No,,Yes,Always,No,,No Opinion,Agree,Don't know,Strongly Agree,No Opinion,Don't know,Strongly Disagree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,2,1,Yes,Other,Financial capacity,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,7,Ordinary HH,130.7725,158.7026326517629,02,150,No,,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,Yes,Roughly square,,3,,,,Flat,3,2,Yes,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,8,Ordinary HH,130.7725,158.7026326517629,02,90,Yes,,,,,,,,,No,,Yes,About half the time,No,,Agree,Agree,Don't know,Don't know,Disagree,Agree,Disagree,Disagree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,9,Ordinary HH,130.7725,158.7026326517629,02,180,Yes,,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,No,,No,,No,,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,3,Yes,Fuel used,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,10,Ordinary HH,130.7725,158.7026326517629,02,60,Yes,,,,,,,,,No,,Yes,Always,No,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,11,Ordinary HH,130.7725,158.7026326517629,01,90,Yes,,,,,,,,,Yes,Never,Yes,Always,No,,No Opinion,Strongly Agree,Strongly Agree,Don't know,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,No,Roughly rectangular,,,4,3,,Flat,3,1,Yes,Easy to use,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,12,Ordinary HH,130.7725,158.7026326517629,02,70,No,,,,,,,,,No,,Yes,Less than half the time,No,,Disagree,Agree,Don't know,Disagree,Disagree,Don't know,Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,15,Ordinary HH,130.7725,158.7026326517629,01,240,Yes,,,,,,,,,No,,No,,No,,No Opinion,Agree,Strongly Agree,Disagree,Don't know,Strongly Agree,Strongly Disagree,Strongly Disagree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,16,Ordinary HH,130.7725,158.7026326517629,02,120,Yes,,,,,,,,,No,,No,,No,,Don't know,No Opinion,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Yes,No,Roughly square,,2,,,,Flat,2,2,No,Fuel used,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,17,Ordinary HH,130.7725,158.7026326517629,02,120,No,,,,,,,,,No,,Yes,Always,No,,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Yes,Yes,Roughly square,,2,,,,Flat,3,2,Yes,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,18,Ordinary HH,130.7725,158.7026326517629,02,60,Yes,,,,,,,,,No,,No,,No,,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,No Opinion,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,20,Ordinary HH,130.7725,158.7026326517629,02,90,No,,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,36,Rural,22,Ordinary HH,130.7725,158.7026326517629,02,60,Yes,,,,,,,,,Yes,Never,Yes,Never,Yes,Never,Strongly Disagree,No Opinion,Strongly Agree,Agree,Strongly Agree,Strongly Agree,No Opinion,Strongly Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,1,Ordinary HH,18.59665708418891,20.2249674320017,01,120,No,No,,,,,,,,Yes,Did not cook beans in the last 7 days,Yes,Did not cook beans in the last 7 days,Yes,Did not cook beans in the last 7 days,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Disagree,No Opinion,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,2,Ordinary HH,452.8286,377.7666513863524,01,120,Yes,Yes,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,No,,No,,No,,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,3,Ordinary HH,18.59665708418891,20.2249674320017,01,30,No,No,,,,,,,,No,,Yes,Did not cook beans in the last 7 days,No,,Don't know,Agree,Don't know,Agree,Disagree,Don't know,Disagree,Don't know,No,,,,,,,,,,,,Safety,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,4,Ordinary HH,452.8286,377.7666513863524,04,90,Yes,No,,,,,,,,No,,Yes,About half the time,No,,Agree,Agree,Agree,No Opinion,Agree,Agree,No Opinion,No Opinion,No,,,,,,,,,,,,Easy to use,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,5,Ordinary HH,452.8286,377.7666513863524,02,60,No,No,,,,,,,,No,,Yes,About half the time,No,,Agree,No Opinion,No Opinion,Agree,Agree,Agree,Agree,No Opinion,No,,,,,,,,,,,,Easy to use,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,6,Ordinary HH,452.8286,377.7666513863524,01,60,No,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Yes,Never,Yes,Never,Yes,Never,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Fuel savings,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,7,Ordinary HH,18.59665708418891,20.2249674320017,01,60,No,No,,,,,,,,No,,No,,No,,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,No,Roughly square,,2,,,,Flat,3,3,No,Speed to cook,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,8,Ordinary HH,452.8286,377.7666513863524,02,300,Yes,Yes,,,,,,,,Yes,Never,Yes,Never,No,,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,9,Ordinary HH,452.8286,377.7666513863524,01,120,Yes,Yes,Kerosene stove,Kerosene stove,Kerosene stove,Kerosene stove,Kerosene stove,Kerosene stove,Kerosene stove,No,,No,,No,,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Kigali City,Kicukiro,37,Urban,10,Ordinary HH,452.8286,377.7666513863524,01,60,Yes,No,,,,,,,,No,,No,,No,,Agree,Don't know,Don't know,Don't know,Disagree,Agree,Strongly Disagree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
