Cluster,HI05,HH_WT,C_hhweight,PROVINCE,DISTRICT,HI04,TYPEHH,C128,C135_6,C135_Other,C144,C144_OTHER,C149A,C149B,C149_OTHER,C129,C130,C131,C132,C133,C134,C135_1,C135_2,C135_3,C135_4,C135_5,C136,C137_1,C137_2,C137_3,C137_4,C137_5,C137_6,C138,C139,C140,C141,C142,C143,C145,C146,C147,C148,C150,C151
286,15,1101.067,1151.904182989738,Eastern Province,Kayonza,Rural,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar lighting system,Yes,International brands,No,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,50,No,2,01,Paid,439000,Yes,Yes,4,,Reseller
286,16,1101.067,1151.904182989738,Eastern Province,Kayonza,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,No,4,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,888,No,4,01,Paid,80000,Yes,No,4,,Reseller
286,17,1101.067,1151.904182989738,Eastern Province,Kayonza,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,5,01,Paid,215000,Yes,No,24,,Reseller
286,18,1101.067,1151.904182989738,Eastern Province,Kayonza,Rural,Ordinary HH,First,,,,,Breaks down too often,No other problem,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,5,0102,Paid,130000,Yes,No,24,No,Reseller
286,19,1101.067,1151.904182989738,Eastern Province,Kayonza,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,4,02,Paid,75000,Yes,No,4,,Other technician
286,21,1101.067,1151.904182989738,Eastern Province,Kayonza,Rural,Ordinary HH,First,,,,,"Other, specify","Other, specify",They cut it,Solar home system,Yes,International brands,Yes,1,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,55,Yes,3,01,Paid,68000,Yes,Yes,4,,Reseller
287,8,266.4957593984962,255.5359126795138,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,,,Maintenance and availability of spare parts,Recurrent cost related to solar device is too expensive,,Solar lighting system,Yes,International brands,Yes,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,5,02,Paid,96000,Yes,No,4,No,Reseller
287,9,266.4957593984962,255.5359126795138,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,,,Battery problems,No other problem,,Solar home system,Yes,International brands,No,3,No,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,No,3,0102,Paid,30000,Yes,No,3,No,Reseller
288,2,23.3553164556962,22.24977139367359,Eastern Province,Kirehe,Urban,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,50,No,1,01,Paid,95000,Yes,Yes,4,,Reseller
288,4,23.3553164556962,22.24977139367359,Eastern Province,Kirehe,Urban,Ordinary HH,First,,,,,Breaks down too often,Cannot power large appliances,,Solar home system,Yes,International brands,Yes,5,No,Yes,,,,,Have appliances,,,,,,,Solar Home System,55,No,6,0102,Paid,740000,Yes,Yes,15,No,Reseller
288,6,23.3553164556962,22.24977139367359,Eastern Province,Kirehe,Urban,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,Duration of service too short,,Solar lighting system,Yes,International brands,Yes,3,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,No,3,01,Paid,700000,Yes,Yes,18,,Reseller
288,9,23.3553164556962,22.24977139367359,Eastern Province,Kirehe,Urban,Ordinary HH,First,,,,,Duration of service too short,Cannot power large appliances,,Solar home system,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,Paid,9000,Yes,No,1,,Relative/friend
289,2,1183.564,997.0547252073424,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,Local private organizations (NGO),,Quality of light,No other problem,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,1,01,For free,,,No,4,,Reseller
289,3,1183.564,997.0547252073424,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,Local government,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,1,01,For free,,,Yes,2,,Reseller
289,6,1183.564,997.0547252073424,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,,,Battery problems,Duration of service too short,,Solar home system,Yes,International brands,Yes,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,5,01,Paid,70000,Yes,Yes,4,No,Reseller
289,10,1183.564,997.0547252073424,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,4,Yes,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,7,03,Paid,5000,Yes,Yes,24,,Reseller
289,11,1183.564,997.0547252073424,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,Humanitarian agencies,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,1,01,For free,,,Yes,2,,Reseller
289,16,1183.564,997.0547252073424,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,Local government,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,10,No,1,0102,For free,,,Yes,24,,Reseller
290,8,14.10501821276596,14.7456334788686,Eastern Province,Kirehe,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,10,No,3,0102,Paid,40000,No,Yes,24,,Reseller
291,7,59.85516391304348,58.76102773826345,Eastern Province,Kirehe,Rural,HH Surrounding Camp,First,Yes,Telephone,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar lantern,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,888,No,3,0102,Paid,75000,Yes,Yes,3,,"Other, specify"
291,7,59.85516391304348,58.76102773826345,Eastern Province,Kirehe,Rural,HH Surrounding Camp,second,,,,,Recurrent cost related to solar device is too expensive,Duration of service too short,,Solar lantern,No,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,3,0102,Paid,75000,Yes,Yes,3,,"Other, specify"
291,11,59.21156000000001,66.77869109436016,Eastern Province,Kirehe,Rural,HH Surrounding Camp,third,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar lantern,No,International brands,Yes,1,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,1,01,Paid,3800,Yes,No,6,,Reseller
291,11,59.21156000000001,66.77869109436016,Eastern Province,Kirehe,Rural,HH Surrounding Camp,First,,,,,Recurrent cost related to solar device is too expensive,Duration of service too short,,Solar lantern,Yes,International brands,Yes,1,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,1,01,Paid,3800,Yes,No,6,,Reseller
291,11,59.21156000000001,66.77869109436016,Eastern Province,Kirehe,Rural,HH Surrounding Camp,second,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar lantern,No,International brands,Yes,3,Yes,Yes,,Yes,,,Have appliances,,,,,,,Solar Home System,888,No,1,01,Paid,3800,Yes,No,6,,Reseller
291,21,59.21156000000001,66.77869109436016,Eastern Province,Kirehe,Rural,HH Surrounding Camp,First,,,,,Recurrent cost related to solar device is too expensive,Cannot power large appliances,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,2,0102,Paid,74000,Yes,No,12,,Other technician
291,21,59.21156000000001,66.77869109436016,Eastern Province,Kirehe,Rural,HH Surrounding Camp,second,,,,,Recurrent cost related to solar device is too expensive,Cannot power large appliances,,Solar home system,No,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,2,0102,Paid,74000,Yes,No,12,,Reseller
293,13,44.492,45.00913594415184,Eastern Province,Kirehe,Rural,HH Surrounding Camp,First,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar lighting system,Yes,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,1,01,Paid,80000,Yes,No,3,,Reseller
293,13,44.492,45.00913594415184,Eastern Province,Kirehe,Rural,HH Surrounding Camp,second,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar lighting system,No,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,1,01,Paid,80000,Yes,No,3,,Reseller
294,6,630.2859999999999,597.6016968710065,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,,,Cannot power large appliances,Recurrent cost related to solar device is too expensive,,Solar lantern,No,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,6,Yes,1,0102,Paid,5000,Yes,Yes,Don't know,,"Other, specify"
294,6,630.2859999999999,597.6016968710065,Eastern Province,Kirehe,Rural,Ordinary HH,second,,,,,Recurrent cost related to solar device is too expensive,Duration of service too short,,Solar lantern,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,6,No,1,0102,Paid,5000,Yes,Yes,12,,"Other, specify"
296,6,7.95912688172043,7.624705280385681,Eastern Province,Kirehe,Rural,HH Surrounding Camp,First,,,,,Breaks down too often,Quality of light,,Solar lighting system,No,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,2,01,Paid,2000,Yes,No,3,,Other technician
296,6,7.95912688172043,7.624705280385681,Eastern Province,Kirehe,Rural,HH Surrounding Camp,second,,,,,Quality of light,Duration of service too short,,Solar lantern,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,2,01,Paid,2000,Yes,No,3,No,Relative/friend
296,17,67.2908,75.20850373468085,Eastern Province,Kirehe,Rural,HH Surrounding Camp,First,,,Local government,,Maintenance and availability of spare parts,Cannot power large appliances,,Solar lighting system,Yes,International brands,No,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,8,No,6,0102,For free,,,No,7,No,"Other, specify"
297,1,54.53061422651934,55.23765295939409,Eastern Province,Kirehe,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,4,No,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,Yes,3,02,Paid,130000,Yes,No,3,,Reseller
298,8,579.3529761904762,559.8482857464843,Eastern Province,Kirehe,Rural,Ordinary HH,second,,,,,Recurrent cost related to solar device is too expensive,Duration of service too short,,Solar lighting system,Yes,International brands,Yes,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,3,01,Paid,80000,Yes,No,3,,Other technician
298,8,579.3529761904762,559.8482857464843,Eastern Province,Kirehe,Rural,Ordinary HH,First,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar lighting system,No,International brands,Yes,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,3,01,Paid,80000,Yes,No,3,,Other technician
299,2,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,Humanitarian agencies,,Duration of service too short,Breaks down too often,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,4,01,For free,,,No,3,No,Relative/friend
299,3,,,Eastern Province,Kirehe,Rural,Refugee HH,First,Yes,Telephone,,,Breaks down too often,Cannot power large appliances,,Solar lantern,Yes,International brands,Yes,1,No,,,,,,Have appliances,,,,,,,Solar Lantern,,,3,02,Paid,10000,No,No,12,No,Other technician
299,7,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,Local private organizations (NGO),,Breaks down too often,No other problem,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,3,01,For free,,,No,3,Yes,Owner
299,10,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,Local private organizations (NGO),,Breaks down too often,No other problem,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,3,01,For free,,,No,3,No,Owner
299,11,,,Eastern Province,Kirehe,Rural,Refugee HH,First,Yes,No place to connect on it,Local private organizations (NGO),,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,12,No,3,01,For free,,,No,5,,Other technician
299,16,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,Cannot power large appliances,Breaks down too often,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,02,Paid,9000,No,No,3,No,Owner
300,1,,,Eastern Province,Kirehe,Rural,Refugee HH,third,,,,,No problems,No other problem,,Solar home system,No,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,10,No,3,02,Paid,130000,No,No,24,,Owner
300,1,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,No problems,No other problem,,Solar lantern,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,10,No,3,01,Paid,5000,Yes,No,24,,Owner
300,1,,,Eastern Province,Kirehe,Rural,Refugee HH,second,,,,,No problems,No other problem,,Solar lighting system,No,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,10,No,3,02,Paid,5000,Yes,No,24,,Owner
300,2,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,No problems,No other problem,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,Paid,10000,No,No,4,,Owner
300,3,,,Eastern Province,Kirehe,Rural,Refugee HH,second,,,,,No problems,No other problem,,Solar lighting system,No,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,5000,Yes,No,3,,Other technician
300,3,,,Eastern Province,Kirehe,Rural,Refugee HH,third,,,,,No problems,No other problem,,Solar lantern,Yes,International brands,Yes,1,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,5000,Yes,No,12,,Other technician
300,3,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,No problems,No other problem,,Solar home system,No,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,5000,Yes,No,12,,Other technician
300,4,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,Local private organizations (NGO),,Duration of service too short,Breaks down too often,,Solar lantern,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,50,No,2,01,For free,,,No,1,No,Owner
300,14,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar home system,No,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,45000,Yes,No,4,,Reseller
300,14,,,Eastern Province,Kirehe,Rural,Refugee HH,second,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar home system,Yes,International brands,Yes,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,45000,Yes,No,4,,Owner
300,15,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar home system,No,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,45000,Yes,No,3,,Reseller
300,15,,,Eastern Province,Kirehe,Rural,Refugee HH,second,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar home system,Yes,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,45000,Yes,No,3,,Reseller
300,17,,,Eastern Province,Kirehe,Rural,Refugee HH,First,Yes,No one,Local private organizations (NGO),,No problems,No other problem,,Solar lantern,Yes,International brands,No,1,Yes,,,,,,Have appliances,,,,,,,Solar Lantern,,,4,01,For free,,,No,3,,Other technician
301,2,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,No problems,No other problem,,Solar lantern,Yes,International brands,Yes,1,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,2600,Yes,No,15,,Other technician
301,2,,,Eastern Province,Kirehe,Rural,Refugee HH,second,,,,,No problems,No other problem,,Solar lighting system,No,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,2600,Yes,No,15,,Other technician
301,3,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,Breaks down too often,Recurrent cost related to solar device is too expensive,,Solar lantern,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,1,01,Paid,2600,Yes,No,8,Yes,Reseller
301,6,,,Eastern Province,Kirehe,Rural,Refugee HH,second,,,,,Cannot power large appliances,Recurrent cost related to solar device is too expensive,,Solar home system,No,International brands,Yes,6,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,6,No,3,01,Paid,8000,No,No,6,,Reseller
301,6,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,Recurrent cost related to solar device is too expensive,Cannot power large appliances,,Solar home system,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,3,01,Paid,8000,No,No,6,,Other technician
301,10,,,Eastern Province,Kirehe,Rural,Refugee HH,First,,,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar home system,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,Paid,30000,No,No,1,,Other technician
301,11,,,Eastern Province,Kirehe,Rural,Refugee HH,First,Yes,RADIO,,,Breaks down too often,Cannot power large appliances,,Solar lighting system,Yes,International brands,No,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,17,No,1,01,Paid,10000,Yes,Yes,24,Yes,Reseller
